proc_text,page,plan,year,doc_id
진료 기록 정확 학습 데이터 생성 문제점 가명 처리 개인 정보 학습 기술 속도 반영 개별 사안 규제 특례 사전 심의 정부 안심 구역 사전 안전 담보 조건 자율 선제 연구 개발 학습 진행 사전 적법 추정 개발 결과물 서비스 사후 적정 심사 의견 학습 동의 범위 합리 범위 개인 정보 처리 이익 판단 개인 정보 이용 논란 제기 예상 일부 분야 샌드 박스 규제 특례 개별 허가 규제 특례 조항 혼란 때문 개인 정보 기본법 개인 정보 보호법 법률 해석 제시 개정 신속 안전 개인 정보 학습 방안 개선책 제시 개방 산업 데이터 기업체 기밀 유출 우려 기업체 데이터 공유 어려움 개방 데이터 안전 공유 분석 방안 제시 산업 영역 융합 국내 산업 정책 권고 개인 정보 사전 심의 보안 조치 안전 클라우드 가명 처리 개인 정보 학습 분기 개인 정보 보호 개정 분기 하위 법령 안과 가이드라인 개인정보위 개인 정보 안전 보장 강국 실현 기술 개발 종합 고려 개인 정보 보호법 특례 개정 하위 법령 가이드라인 특례 신청 진행 경과,56,2,2026,54
홈페이지 이내 유사 신청 특례 신속 처리 절차 해당 심의 구성 방안 분기 관계 개인정보위 개인 정보 안전 보호 국가 연구 규정 정비 분기 협의 개방 산업 데이터 클라우드 데이터 스페이스 구현 방안 분기,57,2,2026,55
학습 평가 저작물 유통 생태 배경 기술 공개 정보 규모 학습 중요 저작물 합법 예측 방식 국내 현행 저작 저작물 공정 이용 면책 규정 저작 존재 구체 모델 학습 저작물 공정 이용 해당 불확실 존재 저작물 개별 저작 동의 기업 품질 데이터 비용 시간 부담 저작 데이터 한계 중소 기업 양질 학습 데이터 콘텐츠 산업 상생 부족 산업 갈등 불신 예상 문제 해결 문체부 준비 공정 이용 이드라인 저작 면책 규정 해석 제시 기업 안심 저작 데이터 사전 판단 불확실 사법 리스크 해소 학습 고유 특성 고려 저작물 규정 독자 파운데이션 모델 오픈 소스 민간 주도 파운데이션 모델 생태 사회 증진 서비스 개발 규정 면책 규정 국가 기계 판독 아웃 훈련 데이터 요약 공개 투명 공통 원칙 흐름 생성 면책 규정 비판 제기 상황 고려 도약 글로벌 추세 정합 국내 실정 저작물 규정 정착 궁극 모델 개발 학습 데이터 수집 분석 저작물 저작 예외 규정 동시 창작자 권리 보호 기술 제도 장치,58,2,2026,56
창작자 권리 보호 기업 적법 데이터 공정 거래 구조 학습 데이터 공유 촉진 투명 체계 뒷받침 글로벌 테크 기업 모델 인터넷 존재 데이터 학습 데이터 이제 출판 문헌 각종 시험 방송 음성 영상 인터넷 품질 데이터 대량 규모 투자 진행 제작 유통 저작물 데이터 기술 가치 데이터 저작물 시장 수익원 시장 성장 과실 기회 생성 도구 창작 활동 증가 기존 창작물 생성 권리 관계 조정 제도 정립 우리나라 저작물 데이터 유통 시장 형성 미비 상황 학습 평가 유통 진행 기존 저작물 제작 유통 권리 관계 때문 유통 자체 거부 다수 데이터 유통 시장 형성 정부 우선 뉴스 도서 문헌 출판 신문 방송 음악 영상 저작 저작 신탁 관리 단체 존재 거래 형성 분야 해당 시장 합리 거래 거래 시장 형성 저작물 저작물 학습 금지 표시 제도 저작 행사 저작 거부 저작물 저작 저작물 적법 접근 방식 학습 허용 학습 데이터 투명 추후 수익 공유 장기 거래 조성 이외 국가 대표 기업 독자 파운데이 모델 사회 이익 증진 공익 기여 개발 현행 저작권법 공정 이용 제도 취지 작동,59,2,2026,57
정책 권고 문체부 중기부 협력 기술 콘텐츠 산업 동반 성장 이익 공유 인공 지능 학습 사전 동의 창작자 권리 존중 기업 학습 저작물 제도 방안 분기 기업 창작자 상생 생태 합의 방안 저작권자 권리 보호 원칙 거래 시장 합리 거래 시장 학습 허용 범위 설정 저작물 학습 금지 표시 제도 구체 장치 학습 투명 문체부 방안 반영 저작권법 개정안 분기 국회 제출 국회 발의 독자 파운데이션 모델 생태 사회 이익 증진 개발 현행 저작권법 공정 이용 취지 학습 저작물 기본법 개정안 특별법 제정안 분기 기업 창작자 상생 생태 국회 제출 국회 발의 문체부 개정 상황 고려 문체부 협력 학습 평가 저작 이용 허락 양도 표준 계약서 분기 고시 도서 문헌 출판 각종 시험 출제 방송 음성 영상 제작 방영 통상 저작물 제작 유통 표준 약서 저작물 학습 평가 별도 유통 조건 조항 추가 분기 고시 신규 수정 고시 표준 계약서 시장 정착 저작물 학습 평가 유통 일반 적극 인식 제고 활동,60,2,2026,58
문체부 생성 도구 이용 창작자 기존 창작자 갈등 조정 콘텐츠 산업 창작자 의견 반영 분기 창작자 생성 콘텐츠 저작물 지위 정립 문체부 발표 생성 지능 저작 등록 생성 인공 지능 결과물 분쟁 예방 고도 저작 분쟁 예방 대응 노력 문체부 저작 문제 해결 공공 저작물 학습 데이터 개방 증대 실질 방안 분기 문체부 협력 저작물 학습 데이터 거래 분기,61,2,2026,59
규제 합리 혁신 촉진 산업 생태 조성 배경 글로벌 기술 글로벌 경쟁 규제 러다임 사전 통제 자율 책임 사후 전면 전환 기업 활동 저해 관료 절차 중복 규제 원칙 허용 예외 금지 네거티브 체계 분야 네거티브 규제 전면 제도 한계 예상 규제 샌드 박스 특정 지역 네거티브 규제 시범 구역 지정 선제 시행 전국 단계 접근 산업 특화 별도 법률 특례 신속 혁신 실증 제도 스타트업 중소기업 기업 상생 성장 시장 환경 조성 정책 권고 조실 기술 장애 요인 법규 지침 규제 기업 활동 영향 분석 중복 규제 발굴 제도 일원 세부 규제 도출 담당 기관 지정 해소 국조실 분기 규제 혁신 로드맵 효과 주기 평가 모니터링 체계 바탕 혁신 스타트업 시장 진입 규제 선별 완화 중소기업 기술 혁신 비즈니스 고도 촉진 공공 클라우드 인프라 개방 규제 네거티브 방식 전환 추가 발굴,62,2,2026,60
국가 전환 뒷받침 법제 환경 조성 배경 시행 기본법 공백 상태 제도 기간 의미 체계 진흥 개발 촉진 기여 기대 동법 조항 하위 규정 형평 이행 국제 정합 일부 법률 개정 하위 규정 최종 확정 시행 개발자 신뢰 투자 기간 시행 유예 후속 개정 방안 우선 국회 협의 현실 제약 차선책 시행일 보완 개정 제시 산발 법안 기존 체계 충돌 중복 규제 상존 개발자 예측 불가 부담 국가 경쟁력 저해 개발 시민 목소리 청취 영향 해당 분야 소관 전환 소관 법령 정비 독려 완료 기본법 중복 해소 방식 글로벌 트렌드 부합 맥락 특유 규제 체계 전환 유도 정책 권고 국가 전략 협의 기본법 하위 법령 가이드 라인 보완 글로벌 스탠다드 기본법 규제 조항 기본법 개정 협의체 상반기 국가 전략 협의 구성 개정안 준비 국회 협의 국가 전략 법제처 국조 협력 제도 분기 신설 정례 협의체,63,2,2026,61
정부 법령 개정 우선순위 법령 중복 충돌 방지 개발 현장 목소리 청취 바탕 일관 체계 입법 제시 영향 해당 분야 소관 전환 소관 법령 정비 독려 완료 과기정통부 기본법 시행령 별표 추가 중복 규제 해소,64,2,2026,62
스타트업 중소기업 공정 성장 경쟁 생태 조성 배경 산업 구조 규모 플랫폼 기업 재편 데이터 알고리 접근 편차 스타트업 중소기업 성장 한계 구조 제기 기술 격차 단순 경쟁력 문제 시장 지배력 연결 혁신 생태 역동 저해 요인 작용 기술 특성 초기 단계 데이터 접근 알고리즘 편향 기업 연구 개발 경로 전체 영향 정책 권고 공정위 데이터 알고리즘 이용 공정 행위 감시 위법 인정 엄정 조치 분기 서비스 국내 사업자 실태 조사 심층 인터뷰 전문가 간담회 변화 서비스 시장 경쟁 저해 요인 심도 분석 기술 기술 탈취 손해 배상 한국 증거 개시 제도 공정위 자료 제출 의무 입증 책임 전환 공정위 분기 하도급 계약 공정 플랫폼 하도급 계약서 초안 작성 공정 조항 탐지 기업 공정 계약 체결,65,2,2026,63
정책 국가 전환 전략 분야 산업 비전 미션 대한민국 강국 도약 글로벌 기술 리더십 기술 산업 성공 내재 국가 경쟁력 글로벌 경제 나라 도약 기술 제조 모빌리티 기존 주력 산업 패러다임 전환 성장 동력 바이오 소재 과학 연구 분야 접목 인류 난제 해결 시장 창출 정부 주도 혁신 견인 역동 생태 조성 기술 개발 현장 글로벌 진출 대한민국 산업 강국 도약 구체 실행 로드맵 제시 행동 구성 산업 에이전트 개발 기업 발굴 제조업 글로벌 달성 제조 가칭 전략 자율 주행 차량 교통 물류 전환 글로벌 바이오 헬스 강국 도약 금융 산업 혁신 성장 금융 산업 전환 자율 운항 선박 개발 수산업 해운업 혁신 성장 시대 기후 위기 대응 에너지 전환 산업 전환 가치 평가 체계 확립 글로벌 경쟁력 테크 기업 조원 국민 성장 펀드 조성 융합 분야 대표 프로젝트 발굴 스프린트 바우처 에이전트 초기 시장 창출 한국 풀스택 수출 전략 글로벌 성장 데카콘 기업,66,2,2026,64
산업 에이전트 개발 기업 발굴 배경 산업 현장 단순 자동 업무 판단 실시간 의사 결정 차세대 방식 제조 의료 바이오 금융 모빌리티 산업 고유 절차 도메인 지식 업무 일반 챗봇 자동 솔루션 해결 영역 존재 환경 특정 산업 이해 데이터 분석 추론 인간 협업 산업 특화 에이전트 생산 도약 핵심 기술 에이전트 도메인 지식 학습 실제 환경 성능 산업 데이터 접근 컴퓨팅 인프라 실증 환경 체계 최근 글로벌 시장 전반 에이전트 상황 제조 산업 서비스 산업 전반 광범위 에이전트 개발 기술 시장 주도 필수 기업 에이전트 영역 기대 효과 파악 산업 발굴 분야 체계 필수 산업 에이전트 개발 인력 부족 공정 최적 임상 의사 결정 금융 리스크 관리 차량 운행 산업 현장 문제 해결 중소 중견 기업 고도 기술 민간 주도 에이전트 생태 조성 개발 배포 마켓 플레이스 생성 데이터 기술 고도 체계 변화 대응 정부 산업 발굴 에이전트 개발 실증 주기 전략 정책 정책 권고 기술 분야 특화 파운데이션 모델,67,2,2026,65
반복 업무 자동 의사 결정 부가 가치 창출 에이전트 기업 생산 혁신 금융위 협력 산업 문제 자율 해결 인간 상호 작용 산업 특화 에이전트 개발 보급 중기부 금융위 협력 산업 에이전트 개발 보급 프로젝트 분기 프로젝트 제조 의료 바이오 금융 모빌리티 핵심 산업 분야 선정 산업 영역 도출 산업 지도 작성 산업 에이전트 적합 국가 컴퓨팅 자원 개발 에이전트 성능 고도 중기부 금융위 협력 산업 현장 실제 데이터 산업 데이터 센터 준비 분기 완료 에이전트 개발 기업 데이터 접근 환경 중기부 민간 에이전트 마켓 플레이스 에이전트 공급 생태 플랫폼 생성 데이터 분석 기술 고도 신규 서비스 개발 선순환 구조 정착,68,2,2026,66
제조업 글로벌 달성 제조 가칭 전략 배경 제조업 경제 핵심 성장 동력 고도 기술 생산 전반 향후 제조 경쟁력 필수 조건 제품 설계 공정 관리 품질 예측 공급망 제조업 주기 데이터 규모 증가 효율 생산 체계 공정 정밀 제어 무인 자율 디지털 트윈 시뮬레이션 부가 영역 기존 자동 풀스택 제조 시스템 글로벌 시장 자율 제조 원격 공장 로봇 제조 패러다임 제조업 국가 중장기 전략 체계 필수 일본 로봇 생산 혁신 국가 전략 독일 제조업 전반 통합 핵심 산업 혁신 정책 시행 글로벌 경쟁 우위 제조 기업 데이터 표준 미흡 산업 단절 인프라 부담 구조 제약 제도 정비 체계 혁신 중소 중견 제조 기업 인력 장비 데이터 어려움 생산 향상 테스트 베드 실증 기술 매칭 병행 팩토리 수출 산업 파운데이션 모델 로봇 자동차 전자 기계 주력 산업 전략 국내 제조업 글로벌 시장 진출 핵심 수단 평가 변화 대응 정부 제조업 글로벌 도약 제조 데이터 기술 테스트 베드 해외 진출 포괄 제조 전략 정책 권고 생산 혁신 자율 제조 보급 달성,69,2,2026,67
국내 제조업 글로벌 제조업 도약 과기정통부 중기부 협력 제조 전략 분기 전략 제조 데이터 촉진 제도 정비 착수 로봇 자동차 전자 기계 제조 산업 데이터 표준 파운데이션 모델 생산 공정 효율 팩토리 수출 산업 서비스 혁신 해외 진출 과기정통부 중기부 협력 풀스택 구현 해외 공장 원격 제어 관리 기술 개발 로봇 팩토리 방안 팩토리 수출 산업 방안 제조 전략 반영 팩토리 수출 시범 착수 산업 파운데이션 모델 개발 모델 테스트 베드 자율 제조 요소 기술 보급 분기 자율 제조 테스트 베드 개소 착수 해당 테스트 베드 인프라 통합 설계 제품 설계 제품 생산 유통 제조 단계 풀스택 구현 중기부 협력 국내 제조 중소 중견 기업 생태 기업 전환 촉진 체계 분기 중기부 제조 기업 기업 기술 신속 검증 생산 향상 국내 제조 생태 피지컬 휴머노이드 연합 교통 얼라이언 업체 유기 협력 정합 방안 분기 예산 반영,70,2,2026,68
자율 주행 차량 교통 물류 전환 배경 자율 주행 기술 교통 물류 체계 전면 구성 차량 도로 물류 시스템 생성 통합 이동 안전 효율 주행 기술 단순 보조 단계 판단 대응 진화 교통량 예측 경로 조정 물류 흐름 자동 최적 이동 방식 전환 중국 차량 도로 클라우 통합 시험 산업 생태 국가 전략 경쟁 심화 통합 데이터 체계 표준 규격 실증 제도 기업 정부 지역 참여 협력 생태 자율 주행 혁신 가속 반도 시뮬레이션 핵심 기술 분야 상호 효과 극대 흐름 실제 서비스 구현 교통 물류 분야 구조 전환 중장기 전략 체계 정책 권고 법무부 관계 협력 주행 기술 도로 교통 물류 인프라 전반 융합 국민 이동 경험 혁신 자율 주행 교통 물류 전환 분기 분기 레벨 자율 상용 실제 교통 물류 분야 연결 해당 교통 물류 분야 실질 전환 유형 시범 도시 선정 자율 주행 기술 교통 물류 서비스 통합 검증 실증 분기 로드맵 단계,71,2,2026,69
한편 도시 규모 실증지역 규제프리존 데이터 수집 기술 경쟁력 데이터 통합 적재 공공 민간 사업자 역할 반영 통합 관리 체계 거버넌스 모델 발굴 조성 데이터 실증 측정 차량 인프라 물류 체계 상호 협력 작동 자율 주행 통합 교통 시스템 단계 달성 로드맵 드론 상용 자율 주행 드론 핵심 규제 혁파 도시 교통 분야 기업인 구성 협의 구성 자율 주행 상용 촉진 인프라 차량 자율 주행 소프트웨어 서비스 소프트웨어 관제 시뮬레이션 교통 서비스 통합 기술 표준 프로토콜 정의 확장 실증 검증 신규 설계 한편 상용 규제 정비 안전 기술 신뢰 정책 준수 체계 단계 나리 기술 개발 병행 상용 서비스 인프라 자율 주행 모델 성능 차량 반도체 시뮬레이션 검증 기술 핵심 기술 개발 분기 분기 자율 주행 라이언스 교통 얼라이언 민간 협업 기술 데이터 실증 기업 협력 생태 조성 분기 민관 산업 표준,72,2,2026,70
글로벌 바이오 헬스 강국 도약 배경 바이오 헬스 분야 데이터 규모 급증 정밀 의료 개발 증가 혁신 임상 유전체 의료 영상 이종 데이터 통합 신약 개발 진단 치료 고도 생산 공정 최적 핵심 자리 글로벌 기업 전제 연구 개발 제조 임상 체계 바이오 헬스 산업 패러다임 전환 국내 바이오 헬스 산업 변화 대응 미래 성장 동력 국가 데이터 인프라 규제 정비 산업 기술 개발 실증 체계 체계 개발 기간 단축 성공 바이오 공정 효율 전략 분야 국가 뒷받침 글로벌 경쟁력 바이오 헬스 영역 산업 혁신 가속 중장기 정책 청사진 시점 정책 권고 농식품부 식약처 협력 시대 바이오 헬스 데이터 데이터 바이오 헬스 개발 헬스 산업 혁신 글로벌 바이 헬스 강국 도약 분기 보건 의료인 연구 인력 임상 전문가 바이오 헬스 인력 상기 글로벌 바이오 헬스 강국 도약 의료 교육 의료 기관 전환 개인 정보 관계 인공 지능 기술 바이오 분야 융합 촉진 제도 바이오 데이터 인공 지능 바이오 연구 개발 촉진 제정 협력 적극,73,2,2026,71
금융 산업 혁신 성장 금융 산업 전환 배경 금융 산업 데이터 의사 결정 비중 범위 단순 자동 리스크 관리 자산 배분 고객 경험 핵심 기능 확장 금융 데이터 기관 분산 컴퓨팅 자원 규모 모델 개발 실증 구조 이제 데이터 인프라 규제 체계 일관 정비 금융 시점 학습 검증 금융 경쟁력 핵심 부상 금융 회사 보안 규제 분리 데이터 품질 구조 제약 기술 투자 효과 발휘 동시 리스크 투명 책임 공정 문제 체계 관리 금융 산업 안정 혁신 동시 공공 민간 통합 데이터 허브 금융 특화 클라우드 신뢰 거버넌스 체계 준비 종합 전략 정책 권고 금융위 기획 예산처 협력 분기 금융 허브 조성 공공 민간 금융 데이터 표준 분기 금융 산업 혁신 뒷받침 데이터 컴퓨팅 플랫폼 인프라 통합 동시 금융 클라우드 금융사 모델 학습 검증 환경 데이터 생태 조성 데이터 독점 시장 지배력 접근 금융위 금융 산업 전반 내재 금융 서비스 혁신 금융 방안 분기 방안 혁신 유도 분리 규제 유연 민간 금융 기관 혁신 금융 산업 대형 금융사 테크 특례 변질 조건,74,2,2026,72
금융위 소비자 피해 시스템 리스크 관리 금융 거버넌스 신뢰 체계 확립 금융 기관 공정 투명 책임 인공 지능 기본법 준수 금융 가이드라인 분기 금융 분야 위험 관리 상시 모니터링 체계 분기 기술 변화 인공 지능 기본법 시행 금융 분기 금융 산업 가이드라인 보완,75,2,2026,73
자율 운항 선박 개발 수산업 해운업 혁신 성장 배경 해양 수산 분야 기후 변화 해양 위험 증가 글로벌 물류 경쟁 심화 효율 안전 선박 운항 항만 양식 생산 핵심 영역 데이터 신속 상황 판단 필수 숙련 인력 경험 의존 구조 예측 불가 해양 환경 위험 센서 통신 기술 산업 전반 디지털 체계 재편 디지털 데이터 표준 의사 결정 기술 직관 위험 사전 감지 대응 속도 자율 운항 선박 항만 스마트 양식 미래 성장 동력 평가 글로벌 경쟁력 전략 투자 뒷받침 수산 분야 전면 중장기 정책 권고 해수부 자율 운항 선박 개발 항만 스마트 수산 양식 분야 핵심 투자 규모 수산 전략 분기 전략 자율 운항 선박 운항 데이터 기상 항로 센서 운항 데이터 산업 협력 수산업 어획량 수온 양식 환경 해운 물류 데이터 수집 연동 데이 포맷 표준 개발 분야 디지털 트윈 상호 핵심 세부 로드맵 전략 북극 항로 상업 운항 개시 기상 예측 위험도 파악 최적 회피 해수부 협력 자율 운항 선박 라이언스 조선 해운 데이터 공유 방안 분기 분기 연안 선박 자율 운항 선박 실증 착수 동시,76,2,2026,74
상황 인식 충돌 회피 알고리즘 원격 제어 최적 항로 결정 자율 운항 선박 핵심 기술 병행 해수부 분기 자율 운항 선박 개발 준비 분기 착수 동시 자율 운항 선박 실증 해역 지정 규제 특례 제도 본격 분기 자율 운항 기술 실증 분기 항만 기술 실증 디지털 트윈 광양항 테스트 베드 테스트 베드 준공 검증 기술 진해 미래 지능 항만 기존 항만 해수부 분기 데이터 스마트 양식 기술 실증 스마트 양식 클러스터 테스트 베드 개소 준공,77,2,2026,75
시대 기후 위기 대응 에너지 전환 배경 기후 변화 예상 진행 기존 대응 방식 국가 기후 리스크 통제 탄소 배출 전력 예측 재생 에너지 변동 대응 변수 영역 단순 분석 패턴 학습 상황 대안 제시 기술 역할 중요 전력 건물 공장 에너지 효율 자원 순환 체계 통합 관리 체계 계량기 전력 기후 소비 생산 분산 데이터 체계 수집 품질 학습 데이터 전환 국가 플랫폼 한국 기상 기후 파운데이션 모델 차세대 지능 전력망 장기 투자 데이터 축적 분야 지금 준비 미래 대응 재생 에너지 비중 실시간 공급 최적 기술 선택 필수 예측 분석 기술 자리 기후 위기 대응 에너지 전환 별개 매개 상호 보완 통합 전환 이해 정책 권고 기후 기후 위기 대응 에너지 시스템 전환 국가 난제 해결 성장 기회 창출 기후 에너지 환경 전환 전략 기후 재난 예측 대응 체계 기후부 지능 계량기 단계 보급 데이터 체계 처리 통합 인프라 동시 실시간 전력 예측 재생 에너지 변동 대응 가상 발전소 피지컬 발전소 전력망 안전 관리 에너,78,2,2026,76
모델 개발 국가 에너지 효율 최적 기후부 에너지 안보 효율 분기 차세대 지능 전력망 실증 분석 공장 빌딩 규모 에너지 소비 시설 에너지 관리 시스템 촉진 에너지 인센티브,79,2,2026,77
산업 전환 배경 농촌 인력 감소 고령 기후 변화 적응 어려움 자동 생산 약화 성장 정체 장기 구조 산업 지역 경제 활력 동시 저하 과학 농촌 사회 현실 부합 설계 기술 토양 기상 생육 정보 실시간 분석 의사 결정 노동 의존 작업 자동 농촌 생산 예측 유통 관리 기술 농산물 가격 변동 문제 완화 농촌 경제 전반 안정 기술 작물 안정 공급 유통 생산자 안정 수익 혁신 모델 농업 모델 혁신 스타트업 농촌 시도 도모 인재 산업 유입 성장 무대 전환 뒷받침 산업 전반 구조 재편 전략 정책 권고 농식품부 협력 기후 위기 고령 노동력 부족 구조 난제 직면 산업 성장 미래 글로벌 경쟁력 산업 분기 농업 농촌 전환 차세대 스마트 농업 지능 로봇 자율 주행 농기계 핵심 기술 개발 상용 촉진 규모 온실 데이 플랫폼 국가 농업 플랫폼 현장 실증 보급 모델 구체 생산 획기적 향상 정밀 예측 물류 최적 농산물 유통 구조 효율 생산자 소비자 신뢰 투명 시장 환경 조성 기술 자본 인재 순환 개방 혁신 산업 생태 유망 스타트업 민간 투자,80,2,2026,78
가치 평가 체계 확립 글로벌 경쟁력 배경 기술 산업 전반 구조 혁신 가속 단계 기술 개발 창출 가치 평가 보상 생태 성패 좌우 요소 국내 기업 성능 컴퓨팅 품질 데이터 난도 모델 개발 투자 기술 일관 가치 평가 사례 글로벌 기업 모델 규모 데이터 인프라 무형 자산 적극 인정 국내 기업 데이터 품질 모델 비용 기업 실질 경쟁력 금융 회계 체계 인정 평가 구조 격차 해소 스타트업 기술 담보 투자 유치 중소기업 개발비 회수 기업 기술 데이터 투자 자산 가치 평가 체계 나라 기술 자산 글로벌 시장 국가 도약 필수 정책 권고 기획 예산처 협력 국가 단순 구현 기업 글로벌 경쟁력 인력 공정 보상 선순환 생태 가치 인정 보상 원칙 반영 가치 평가 체계 분기 평가 체계 프로젝트 창출 기술 가치 균형 반영 합리 가치 평가 보상 체계 평가 체계 컴퓨팅 자원 적정 입량 산정 실태 조사 데이터 수집 정제 라벨 품질 관리 개인 정보 식별 데이터 처리 단계 표준 공정 분류 체계 모델 파라미터 규모 아키텍처 고려 모델 정량 비용 산정 방식 서비스 구현 연동,81,2,2026,79
시스템 개발 모니터링 성능 고도 비용 산출 체계 기술 가치 평가 데이터 지표 산정 방식 평가 바탕 소프트웨어 기업 금융 기관 기술력 성장 공정 인정 금융 평가 분기 가치 금융 체계,82,2,2026,80
테크 기업 조원 국민 성장 펀드 조성 배경 산업 규모 자본 투입 글로벌 경쟁 걸음 구조 이동 데이터 센터 국산 반도 거대 모델 개발 민간 단독 감당 투자 금융 시장 자금 공급 기업 시점 규모 자본 때문 국가 대형 성장 펀드 장기 저리 자금 규모 스케일 투자 안정 공급 체계 필수 잠재력 기업 데카콘 성장 초기 공격 자본 배분 뒷받침 정부 금융 정책금융 결합 형태 리스크 분담 현실 국민 성장 펀드 단순 재정 국가 분야 전략 자금 집중 국가 성장 엔진 역할 국내 기업 글로벌 무대 경쟁 자본 기술 인재 핵심 정책 권고 금융위 데이터 센터 국산 반도체 핵심 인프라 장기 저리 금융 기업 기술 개발 인재 전념 환경 조성 국민 성장 펀드 운용 방안 이행 상황 분기 점검 분야 간접 투자 규모 금융 규모 최대한도 잠재력 기업 스케일 해외 진출 집중 금융위 국민 성장 펀드 분야 국민 성장 펀드 운용 방안 투자 자금 추가 투입 추가 투자 규모 기업 글로벌 경쟁력 분기 제시,83,2,2026,81
융합 분야 대표 프로젝트 발굴 스프린트 배경 제품 융합 스프린트 프로젝트 개별 기술 개발 산업 구조 전체 재편 성격 때문 단일 개별 단위 접근 파급 효과 기대 규모 재정 투자 수반 중복 최소 국가 전략 순위 조정 중앙 조정 기능 필수 기획 예산처 통합 투자 프레임 워크 스프린트 총괄 재정 정책 효과 일관 관리 전체 생태 효율 확장 핵심 산업 여건 기업 성장 단계 차별 전략 뒷받침 규모 투입 분산 단기 지출 소모 위험 프로젝트 선정 실증 체계 평가 체계 핵심 지표 투입 대비 효과 극대 중요 기획예 산처 설계 집행 평가 일관 관리 융합 투자 국가 생산 향상 산업 구조 향후 확장 전략 안정 정책 권고 기획 예산처 관계 스프린트 효율 산업 특성 기업 성장 단계 집행 반영 스프린트 분기 제조 바이오 식품 물류 에너지 보건 교육 파급 효과 기대 전략 분야 융합 대표 프로젝트 후보군 발굴 우선 투자 지정 분야 단계 핵심 지표,84,2,2026,82
기획 예산처 프로그램 핵심 기술 산업 데이터 통합 개발 단계 민간 주체 참여 기술 경제 효율 검증 실증 단계 검증 모델 산업 지역 단위 단계 단계 실행 기획 예산처 프로그램 산출 데이터 데이터 통합 체계 데이터 산업 인프라 인력 제도 후속 정책 연결 확장 구조,85,2,2026,83
바우처 에이전트 초기 시장 창출 배경 국내 생태 본격 성장 공급 기술 경쟁력 한계 신생 기업 안정 성장 초기 국가 적극 조성 중요 에이전트 분야 초기 시장 형성 민간 구매 여력 때문 정부 바우처 내수 투자 촉진 기업 생존 핵심 조건 바우처 단순 국가 초기 시장 리스크 흡수 민간 투자 기술 속도 이해 바우처 기업 실제 업무 유도 에이전트 기업 매출 형성 직접 작동 국가 전략 초기 현재 신생 기업 외부 투자 유치 제품 고도 수출 확장 성장 경로 정책 권고 기획 예산처 중기부 협력 기존 솔루션 구매 방식 바우처 국내 에이전트 기업 초기 시장 작동 통합 바우처 방안 분기 방안 에이전트 기업 매출 형성 유도 효율 바우처 규모 기간 선정 기업 실제 업무 기술 선택 바우처 구조 설계 효과 바우처 관계 협조 체계 기술 초기 시장 조성 방안,86,2,2026,84
한국 풀스택 수출 전략 글로벌 배경 한국 산업 글로벌 시장 성장 궤도 개별 기술 전력 냉각 네트워크 클라우드 인프라 플랫폼 보안 기술 풀스택 경쟁력 수출 전략 체계 반영 필수 세계 각국 디지털 전환 기초 프라 산업 통합 솔루션 나라 보유 제조 문화 공공 의료 분야 고급 데이터 기술 글로벌 시장 경쟁력 발휘 단기 프로 젝트 수주 각국 산업 서비스 체계 내재 구조 설계 중장기 성장 핵심 국가 산업 구조 인프라 규제 환경 분석 기업 공유 대표 기업 참여 컨소시엄 수출 모델 중요 정부 협의 교류 채널 한국 기술 단일 제품 확장 갱신 서비스 체계 진출 궁극 한국 스택 수출 전략 단순 해외 진출 생산 수출 경쟁력 영향력 동시 국가 성장 전략 핵심 전략 실행 국내 기업 안정 글로벌 진입 경로 산업 성장 세계 확장 실현 정책 권고 차세대 수출 주력 산업 나라 보유 모델 전력 냉각 네트워크 클라우드 인프라 서비스 플랫폼 보안 분야 경쟁력 결합 풀스택 수출 기업 해외 진출 분기 우리나라 강점 제조 문화 공공 의료 분야 축적 고급 데이터 풀스택 전략 글로벌 경쟁력 방안,87,2,2026,85
분기 중동 신흥 시장 디지털 전환 개발 도상국 발굴 국가 산업 구조 디지털 인프라 정책 규제 환경 종합 조사 기업 공유 글로벌 시장 수출 경쟁력 한편 해당 조사 바탕 풀스택 부문 기업 참여 컨소시엄 협의체 구성 수출 모델 토대 외교부 협력 진출 예정 국가 교류 향후 선진국 시장 단계 확장,88,2,2026,86
